#histogram type: discrete-time histogram
#waitingTimePerCustomer
#lowerBound ; upperBound ; relative frequency
0,0;5,0;NaN
5,0;10,0;NaN
10,0;15,0;NaN
15,0;20,0;NaN
20,0;25,0;NaN
25,0;30,0;NaN
30,0;35,0;NaN
35,0;40,0;NaN
40,0;45,0;NaN
45,0;50,0;NaN
